15.335552, 4.092465, -2.620798, -1.182329, -2.082562, 0.548165, -2.164759, -0.636644, -0.885732, -2.181336, -0.609713, 0.134860, 1.424140
14.944396, 0.304014, 0.700158, -4.800338, -5.981245, 2.553802, 0.112469, -0.099061, 1.332282, -2.146483, 0.515613, 1.667273, 3.019812
16.104870, 0.513604, -0.824957, -4.683750, -4.699643, 2.287105, -0.343901, -0.132902, 1.431209, -2.346065, 0.742826, 2.353731, 2.694249
15.437584, 0.463883, 0.547617, -3.949082, -3.206552, 3.242206, -1.029322, -0.843088, 1.899051, -2.299843, 1.878746, 2.358930, 3.835465
16.556044, 0.534129, -0.609831, -3.653947, -3.940196, 3.148812, -1.064272, -1.467557, 1.903570, -2.475015, 1.193599, 2.253448, 3.355618
16.077187, 2.128138, -0.214184, -5.321437, -5.350934, 3.134695, 1.924504, -1.510260, 1.911741, -1.796598, 0.472131, 2.166156, 3.076131
15.437663, 2.132332, -1.675551, -5.742465, -4.245881, 5.129488, 1.660779, -2.294655, 1.894684, -3.064342, 0.922640, 0.725705, 3.768369
16.384132, 0.741140, 0.689748, -3.613546, -5.030740, 2.195509, -0.316130, 0.642324, 2.284209, -3.021223, 1.862687, 2.454679, 1.797606
16.875282, 1.599064, -0.069105, -6.424330, -5.890540, 4.724201, 1.978334, -1.076408, 0.528982, -2.351455, 0.817935, 2.034668, 3.069126
16.306700, 2.474568, 2.187546, -3.342921, -4.988967, 1.243016, -2.715242, -0.281841, 0.001159, -2.408882, 1.904927, 2.727685, 1.287599

11.686497, -2.165284, 7.288379, 9.666044, -1.046758, -3.678793, -3.791070, -2.693678, 1.655528, -2.200222, -2.458102, -0.717040, -0.684417
8.038077, -2.406719, 9.709210, 9.680728, -3.378263, -3.440950, -2.681799, -1.812137, 1.060243, -2.746185, -2.928899, 0.888425, -0.230704
8.319399, -2.883370, 7.535957, 9.309743, -2.607299, 0.025722, -1.320467, -1.383721, 0.601378, -1.916801, -3.403398, 0.489261, -0.877026
8.216271, -3.598621, 7.983081, 8.697710, -2.926616, -1.941174, -1.106704, -2.024222, 0.534142, -2.444250, -1.571383, -0.270849, 0.259048
7.991991, -3.326504, 8.206212, 9.011209, -2.759141, -1.955388, -0.710264, -0.835666, 1.091306, -2.244283, -2.249577, -0.507575, -0.439024
7.352665, -0.068949, 5.033462, 7.496452, 1.461506, -2.353583, -3.424927, -2.354731, 1.360342, -0.975221, -1.786816, -0.265208, 0.550807
9.911695, -1.118856, 5.494541, 8.032515, -2.382277, -2.849033, -0.482095, -2.866325, -0.036372, -0.861839, -2.016727, 0.194970, -0.180596
8.047022, -1.163882, 6.843945, 8.374498, -2.939727, -1.821492, -0.798278, -1.191440, 1.816051, -0.610246, -3.074964, -0.811518, -0.210807
9.903662, -1.095290, 8.025578, 8.120196, -2.522482, 0.870312, -0.895847, -1.948025, 2.445697, -2.103130, -0.973146, -0.791275, -1.522473
11.785559, -3.374492, 6.233799, 6.854607, 1.425964, -1.009726, -2.951215, -3.995685, 1.344824, -0.367288, -4.890689, 1.129091, 1.007660

0.760236, 4.760640, 11.964360, 5.443219, 0.429632, 3.624445, 0.803909, 2.253676, 2.408434, -1.267524, 3.837228, 0.810883, -1.144899
0.753516, 5.723468, 13.049554, 4.398336, 2.070876, 5.069896, 3.229784, 2.045817, 1.711573, -1.214465, 3.098614, 0.089545, -0.846025
0.684473, 5.006859, 12.340714, 8.090178, 1.646994, 5.121737, 2.991338, 2.456076, 1.668511, 0.083531, 2.661425, -1.753671, -1.077450
0.812523, 4.984210, 12.939164, 6.683522, 1.041599, 4.293067, 3.578142, 2.867334, 1.802588, -1.931183, 4.006040, -0.357617, -2.786855
0.313280, 3.270998, 8.635043, 6.626821, 0.416704, 2.061624, 5.321665, 1.938127, 1.121179, 0.835031, 2.760418, 0.794578, -0.011558
1.308484, 5.397001, 9.100596, 5.803614, 0.789415, 2.032055, 4.738480, 2.597012, 0.144451, 0.010727, 1.895092, 0.765657, -0.686567
1.188427, 6.110106, 10.126666, 6.362962, 1.311345, 2.190264, 4.842391, 2.230066, -0.392468, -1.171225, 2.690772, -0.303381, -0.066796
0.812371, 5.299888, 11.846141, 5.243876, 2.338480, 3.479803, 2.303577, 1.409559, 0.385507, 0.392903, 2.020937, 0.470128, -0.256458
-0.972664, 4.396632, 10.314934, 4.086814, 2.189101, 2.312201, 3.567281, 1.200331, -1.264343, 0.035611, 1.944194, 1.759126, 1.144847
1.195223, 4.000575, 9.506508, 5.820583, 2.355295, 2.274092, 4.425672, -0.127510, -0.527644, 0.431474, 2.990771, 1.502512, -0.092722

9.745319, 11.343091, 8.761955, 4.403172, 0.541048, -0.327314, -0.230174, -0.908340, 0.695307, -0.282644, 1.151006, 1.390444, 1.628029
7.820652, 11.292372, 9.039811, 2.685681, 2.474225, -0.517995, 0.217751, 0.275261, 0.239133, 2.102378, 1.210781, 0.274921, 0.614764
9.867716, 12.248458, 8.482158, 4.281867, 0.462701, -0.660698, 0.499277, -1.018374, 1.120194, 0.889136, 2.123115, 1.453442, 0.694782
8.474169, 11.950912, 9.712177, 3.621853, 2.652214, -1.308438, 0.434375, -0.658356, 1.646794, 3.809978, 1.803111, -1.173786, 0.546345
8.271512, 11.767196, 9.701804, 3.695107, 2.610606, -0.500707, -0.217148, -1.849682, 0.763962, 2.231899, 2.797488, -0.154023, -0.307479
9.083590, 11.099720, 9.046240, 2.694051, 1.966511, -1.694803, 0.005911, -0.349160, 0.772494, 3.146878, 2.346871, 0.379169, 0.525666
9.437028, 10.648126, 9.249071, 3.034726, 2.278077, -2.310580, 0.363261, 0.617826, 1.165405, 2.600322, 1.226007, 0.397652, 0.884406
8.867788, 12.736319, 10.709812, 1.719457, 1.755834, -1.214642, 0.691594, 0.013964, 0.878765, 2.261668, 1.468552, 0.481980, -0.212117
8.892678, 12.306811, 10.008965, 3.515455, 0.876220, -1.285838, 0.922247, 0.256670, 0.212959, 2.597341, 2.236708, 0.188062, 0.511306
8.052323, 11.583331, 9.753382, 2.683338, 2.052449, -2.340155, -0.157824, -0.723251, 1.017125, 1.709473, 1.655273, 0.299132, 1.890558